Año	Mes	Nro. Edicto	Proceso	Expediente	Sentencia	Fecha Radicación	Fecha Decisión	Fijación Edicto	Acumulada
2020	Agosto	114	D	13599	C-198/20	15/11/2019	24/06/2020	06/08/2020	
2020	Agosto	115	RE	290	C-213/20	16/04/2020	01/07/2020	06/08/2020	
2020	Agosto	116	RE	295	C-217/20	16/04/2020	02/07/2020	06/08/2020	
2020	Agosto	117	RE	266	C-216/20	13/04/2020	02/07/2020	10/08/2020	
2020	Agosto	118	RE	265	C-203/20	13/04/2020	25/06/2020	11/08/2020	
2020	Agosto	119	RE	285	C-210/20	16/04/2020	01/07/2020	11/08/2020	
2020	Agosto	120	RE	297	C-206/20	16/04/2020	25/06/2020	11/08/2020	
2020	Agosto	121	RE	281	C-247/20	16/04/2020	15/07/2020	11/08/2020	
2020	Agosto	122	RE	252	C-171/20	30/03/2020	10/06/2020	18/08/2020	
2020	Agosto	123	RE	279	C-240/20	16/04/2020	08/07/2020	18/08/2020	
2020	Agosto	124	RE	260	C-184/20	13/04/2020	17/06/2020	18/08/2020	
2020	Agosto	125	RE	236	C-162/20	24/03/2020	04/06/2020	18/08/2020	
2020	Agosto	126	RE	299	C-241/20	16/04/2020	08/07/2020	21/08/2020	
2020	Agosto	127	D	13469	C-132/20	26/08/2019	29/04/2020	24/08/2020	
2020	Agosto	128	D	13395	C-110/20	15/07/2019	11/03/2020	26/08/2020	
2020	Agosto	129	RE	286	C-237/20	16/04/2020	08/07/2020	31/08/2020	
2020	Septiembre	130	RE	262	C-174/20	13/04/2020	11/06/2020	04/09/2020	
2020	Septiembre	131	D	12261	C-519/19	21/07/2017	05/11/2019	04/09/2020	
2020	Septiembre	132	RE	249	C-185/20	30/03/2020	18/06/2020	04/09/2020	
2020	Septiembre	133	D	13341	C-093/20	12/06/2019	03/03/2020	04/09/2020	
2020	Septiembre	134	RE	270	C-181/20	13/04/2020	17/06/2020	04/09/2020	
2020	Septiembre	135	RE	301	C-257/20	16/04/2020	23/07/2020	04/09/2020	
2020	Septiembre	136	D	13337	C-040/20	12/06/2019	06/02/2020	07/09/2020	28/06/2019
2020	Septiembre	136	D	13339	C-040/20	12/06/2019	06/02/2020	07/09/2020	28/06/2019
2020	Septiembre	137	RE	289	C-238/20	16/04/2020	08/07/2020	08/09/2020	
2020	Septiembre	138	RE	259	C-254/20	03/04/2020	22/07/2020	09/09/2020	
2020	Septiembre	139	RE	303	C-256/20	16/04/2020	23/07/2020	14/09/2020	
2020	Septiembre	140	RE	251	C-201/20	30/03/2020	25/06/2020	14/09/2020	
2020	Septiembre	141	RE	282	C-209/20	16/04/2020	01/07/2020	14/09/2020	
2020	Septiembre	142	D	12060	C-118/20	17/04/2017	15/04/2020	15/09/2020	
2020	Septiembre	142	D	12070	C-118/20	17/04/2017	15/04/2020	15/09/2020	19/04/2017
2020	Septiembre	142	D	12073	C-118/20	17/04/2017	15/04/2020	15/09/2020	19/04/2017
2020	Septiembre	143	RE	304	C-251/20	16/04/2020	16/07/2020	15/09/2020	
2020	Septiembre	144	RE	277	C-255/20	15/04/2020	22/07/2020	15/09/2020	
2020	Septiembre	145	D	11972	C-523/19	15/02/2017	05/11/2019	15/09/2020	
2020	Septiembre	146	RE	326	C-326/20	05/06/2020	19/08/2020	17/09/2020	
2020	Septiembre	147	RE	240	C-179/20	24/03/2020	17/06/2020	21/09/2020	
2020	Septiembre	148	RE	261	C-187/20	13/04/2020	18/06/2020	21/09/2020	
2020	Septiembre	149	RE	242	C-151/20	24/03/2020	27/05/2020	21/09/2020	
2020	Septiembre	150	RE	283	C-208/20	16/04/2020	01/07/2020	22/09/2020	
2020	Septiembre	151	D	13439	C-133/20	06/08/2019	29/04/2020	22/09/2020	
2020	Septiembre	152	RE	325	C-330/20	05/06/2020	20/08/2020	24/09/2020	
2020	Septiembre	153	D	13426	C-379/20	31/07/2019	02/09/2020	25/09/2020	
2020	Octubre	154	RE	278	C-292/20	16/04/2020	05/08/2020	01/10/2020	
2020	Octubre	155	RE	320	C-351/20	04/06/2020	26/08/2020	01/10/2020	
2020	Octubre	156	RE	344	C-331/20	05/06/2020	20/08/2020	01/10/2020	
2020	Octubre	157	RE	322	C-325/20	05/06/2020	19/08/2020	01/10/2020	
2020	Octubre	158	RE	314	C-323/20	22/05/2020	19/08/2020	01/10/2020	
2020	Octubre	159	RE	315	C-380/20	26/05/2020	02/09/2020	02/10/2020	
2020	Octubre	160	RE	307	C-352/20	14/05/2020	26/08/2020	02/10/2020	
2020	Octubre	161	RE	318	C-378/20	04/06/2020	02/09/2020	02/10/2020	
2020	Octubre	162	D	13400	C-126/20	15/07/2019	22/04/2020	05/10/2020	
2020	Octubre	163	RE	330	C-393/20	05/06/2020	09/09/2020	06/10/2020	
2020	Octubre	164	RE	345	C-402/20	05/06/2020	16/09/2020	07/10/2020	
2020	Octubre	165	D	13338	C-069/20	12/06/2019	19/02/2020	08/10/2020	
2020	Octubre	166	D	13387	C-138/20	10/07/2019	06/05/2020	13/10/2020	
2020	Octubre	167	D	13147	C-567/19	08/03/2019	27/11/2019	15/10/2020	
2020	Octubre	168	RE	317	C-311/20	04/06/2020	13/08/2020	15/10/2020	
2020	Octubre	169	RE	343	C-406/20	05/06/2020	16/09/2020	16/10/2020	
2020	Octubre	170	RE	271	C-252/20	13/04/2020	16/07/2020	16/10/2020	
2020	Octubre	171	RE	300	C-294/20	16/04/2020	05/08/2020	19/10/2020	
2020	Octubre	172	D	13517	C-140/20	01/10/2019	06/05/2020	20/10/2020	
2020	Octubre	173	RE	323	C-410/20	05/06/2020	17/09/2020	20/10/2020	
2020	Octubre	174	D	13255	C-088/20	13/05/2019	02/03/2020	20/10/2020	
2020	Octubre	175	RE	331	C-395/20	05/06/2020	09/09/2020	21/10/2020	
2020	Octubre	176	RE	296	C-215/20	16/04/2020	02/07/2020	22/10/2020	
2020	Octubre	177	RE	332	C-408/20	05/06/2020	16/09/2020	22/10/2020	
2020	Octubre	178	RE	293	C-293/20	16/04/2020	05/08/2020	23/10/2020	
2020	Octubre	179	D	13455	C-332/20	14/08/2019	20/08/2020	28/10/2020	
2020	Octubre	180	RE	313	C-430/20	22/05/2020	30/09/2020	28/10/2020	
2020	Octubre	181	RE	309	C-418/20	14/05/2020	23/09/2020	28/10/2020	
2020	Noviembre	182	RE	339	C-382/20	05/06/2020	02/09/2020	03/11/2020	
2020	Noviembre	183	RE	316	C-419/20	01/06/2020	23/09/2020	05/11/2020	
2020	Noviembre	184	D	13535	C-431/20	11/10/2019	01/10/2020	09/11/2020	
2020	Noviembre	185	RE	327	C-383/20	05/06/2020	03/09/2020	11/11/2020	
2020	Noviembre	186	RE	337	C-396/20	05/06/2020	09/09/2020	11/11/2020	
2020	Noviembre	187	D	13089	C-327/20	01/02/2019	19/08/2020	12/11/2020	
2020	Noviembre	188	RE	274	C-180/20	14/04/2020	17/06/2020	12/11/2020	
2020	Noviembre	189	RE	305	C-307/20	07/05/2020	12/08/2020	19/11/2020	
2020	Noviembre	191	RE	341	C-404/20	05/06/2020	16/09/2020	20/11/2020	
2020	Noviembre	192	D	13510	C-440/20	27/09/2019	08/10/2020	20/11/2020	
2020	Noviembre	193	RE	280	C-195/20	16/04/2020	24/06/2020	20/11/2020	
2020	Noviembre	194	RE	288	C-196/20	16/04/2020	24/06/2020	20/11/2020	
2020	Noviembre	195	OG	160	C-349/20	30/05/2018	26/08/2020	23/11/2020	
2020	Noviembre	196	RE	333	C-420/20	05/06/2020	24/09/2020	24/11/2020	
2020	Noviembre	197	D	13251	C-457/20	10/05/2019	21/10/2020	24/11/2020	
2020	Noviembre	198	RE	310	C-350/20	15/05/2020	26/08/2020	25/11/2020	
2020	Diciembre	199	RE	257	C-178/20	02/04/2020	17/06/2020	01/12/2020	
2020	Diciembre	200	D	13417	C-450/20	24/07/2019	15/10/2020	02/12/2020	
2020	Diciembre	201	RE	319	C-405/20	04/06/2020	16/09/2020	04/12/2020	
2020	Diciembre	202	RE	334	C-394/20	05/06/2020	09/09/2020	04/12/2020	
2020	Diciembre	203	D	12992	C-594/19	06/11/2018	05/12/2019	07/12/2020	
2020	Diciembre	203	D	12994	C-594/19	06/11/2018	05/12/2019	07/12/2020	09/11/2018
2020	Diciembre	204	RE	335	C-381/20	05/06/2020	02/09/2020	07/12/2020	
2020	Diciembre	205	RE	241	C-169/20	24/03/2020	10/06/2020	09/12/2020	
2020	Diciembre	206	RE	258	C-186/20	03/04/2020	18/06/2020	09/12/2020	
2020	Diciembre	207	RE	346	C-310/20	05/06/2020	12/08/2020	10/12/2020	
2020	Diciembre	208	D	13563	C-466/20	31/10/2019	29/10/2020	10/12/2020	
2020	Diciembre	209	D	13456	C-472/20	14/08/2019	05/11/2020	10/12/2020	
2020	Diciembre	210	RE	336	C-309/20	05/06/2020	12/08/2020	10/12/2020	
2020	Diciembre	211	OG	158	C-451/20	26/04/2018	15/10/2020	14/12/2020	
2020	Diciembre	212	D	13406	C-097/20	18/07/2019	03/03/2020	14/12/2020	
2020	Diciembre	213	D	13512	C-429/20	27/09/2019	30/09/2020	14/12/2020	
2020	Diciembre	214	D	13621	C-480/20	03/12/2019	12/11/2020	14/12/2020	
2020	Diciembre	215	D	13440	C-427/20	06/08/2019	30/09/2020	15/12/2020	16/08/2019
2020	Diciembre	216	D	13452	C-485/20	13/08/2019	19/11/2020	15/12/2020	
2020	Diciembre	217	OG	162	C-558/19	13/09/2018	20/11/2019	18/12/2020	
2020	Diciembre	218	RE	329	C-308/20	05/06/2020	12/08/2020	18/12/2020	
2020	Diciembre	219	RE	340	C-397/20	05/06/2020	09/09/2020	18/12/2020	
2020	Diciembre	220	D	13553	C-456/20	24/10/2019	21/10/2020	18/12/2020	
